1058852,16847,1069024,66,1079140,244
1100964,16894,1111136,67,1121260,244
1143088,16687,1153260,65,1163384,244
1185204,16751,1195376,67,1205496,244
1227316,17295,1237488,66,1247608,245
1269428,16933,1279600,65,1289720,244
1311548,16751,1321720,66,1331840,245
1353660,17183,1363832,65,1373952,244
1395776,17343,1405944,64,1416060,244
1437888,16687,1448060,66,1458188,244
1480016,16783,1490188,65,1500312,245
1522128,16783,1532300,66,1542424,244
1564240,16875,1574416,66,1584536,245
1606352,17327,1616524,66,1626648,244
1648472,16847,1658656,66,1668776,245
1690604,16783,1700780,65,1710900,244
1732724,16718,1742900,67,1753020,244
1774844,17295,1785016,66,1795144,245
1816964,16847,1827140,65,1837264,244
1859080,16687,1869256,66,1879376,244
1901192,17127,1911364,66,1921488,244
1943316,16815,1953488,66,1963608,244
1985436,16815,1995616,64,2005736,244
2027564,16765,2037740,65,2047860,244
2069696,16751,2079868,64,2089996,244
2111824,17359,2121996,65,2132120,244
2153940,16879,2164112,66,2174232,244
2196048,16715,2206220,63,2216344,245
2238164,16783,2248336,63,2258456,244
2280280,16815,2290464,66,2300584,244
2322416,16847,2332592,66,2342708,244
2364540,16783,2374712,66,2384828,244
2406660,16781,2416832,66,2426952,244
2448772,16902,2458944,66,2469064,244
2490880,16687,2501056,65,2511176,245
2532996,16655,2543168,65,2553288,244
2575116,16783,2585288,66,2595416,244
2617244,16847,2627424,66,2637544,244
2659368,17093,2669536,67,2679652,244
2701484,16879,2711656,65,2721772,244
2743596,16879,2753768,66,2763888,244
2785712,16847,2795884,65,2806008,244
2827824,17247,2837996,66,2848120,244
2869936,17541,2880112,66,2890232,245
2912052,17423,2922224,66,2932352,244
2954180,16712,2964348,65,2974472,244
2996296,16751,3006476,66,3016596,244
3038424,16772,3048596,65,3058720,244
3080544,17391,3090720,66,3100840,244
3122660,17445,3132832,65,3142952,244
3164772,16811,3174944,67,3185072,244
3206892,17004,3217064,66,3227192,244
3249012,16772,3259188,67,3269312,244
3291140,16783,3301308,66,3311428,244
3333256,16815,3343428,65,3353548,244
3375372,16742,3385544,66,3395672,244
3417492,16779,3427668,66,3437792,244
3459612,17199,3469784,66,3479904,244
3501728,16815,3511900,65,3522024,244
3543848,16812,3554020,66,3564144,244
3585972,16783,3596148,62,3606272,244
3628096,16808,3638276,67,3648396,244
3670236,16783,3680408,65,3690528,244
3712356,16832,3722528,65,3732648,244
3754464,16847,3764640,66,3774760,244
3796584,16847,3806756,66,3816880,244
3838704,16815,3848876,66,3859000,244
3880828,16997,3891000,66,3901120,244
3922952,16815,3933128,66,3943244,244
3965076,16899,3975248,66,3985364,244
4007196,16807,4017368,67,4027488,244
4049308,16847,4059484,67,4069608,244
4091432,16805,4101604,66,4111728,245
4133544,16832,4143716,66,4153840,244
4175668,17156,4185840,66,4195960,244
4217788,16783,4227956,66,4238080,244
4259908,16771,4270088,65,4280204,244
4302044,16751,4312216,66,4322336,244
4344160,16900,4354332,67,4364456,244
4386276,17007,4396448,66,4406568,244
4428392,17359,4438564,67,4448688,244
4470512,16868,4480684,64,4490808,244
4512636,16811,4522804,64,4532928,244
4554756,16737,4564932,66,4575052,244
4596884,16939,4607056,65,4617172,244
4639004,16845,4649176,66,4659296,244
4681116,16751,4691292,65,4701416,244
4723236,16879,4733408,66,4743536,244
4765356,16847,4775528,66,4785648,244
4807476,16765,4817652,66,4827776,244
